id,casrn,tri_chemical_id,srs_id,casrn,source_chemical_name,tri_chemical_name,Other common names,NJ Right to Know FactSheet (URL),Carcinogens,Carcinogenicity source,Developmental or Reproductive Toxicants,Developmental / Reproductive Toxicity sources,Mutagens,Mutagen source,Neurotoxicants,Neuro source,Endocrine Disruptors,Endocrine Source,Asthmagens,Asthmagen Source
9ab8c587-de1c-4882-aa1a-7e14dc4c5a15,122-34-9,122349,32219,122-34-9,Simazine,Simazine,,,,,Yes,S4,,,,,Yes,S3,,
9ab8be21-4597-46cb-ad62-d4d0d510e7a0,122-39-4,122394,32250,122-39-4,Diphenylamine,Diphenylamine,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0796.pdf,,,,,,,,,,,,
9ab8be29-57ff-4721-a6f2-f2be0a7735d8,122-66-7,122667,32425,122-66-7,"1,2-Diphenylhydrazine","1,2-Diphenylhydrazine",,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0800.pdf,Yes,"S4, S14, S16, S18",,,,,,,,,,
9ab8c028-b6ed-49e7-b70a-e3496eee597b,123-31-9,123319,32904,123-31-9,Hydroquinone,Hydroquinone,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1019.pdf,,,,,Yes ,S14 ,Yes ,S7,Yes,S3,Yes,S8
9ab8c505-bb41-4220-8bca-7afeb630f3ed,123-38-6,123386,32953,123-38-6,Propionaldehyde,Propionaldehyde,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1598.pdf,,,,,,,,,Yes,S3,,
9ab8c92b-2f8c-402a-8128-142b987d5b76,123-61-5,123615,,123-61-5,"1,3-Phenylene diisocyanate",,,,,,,,,,,,,,,
9ab8c38f-db75-4145-86c2-5a1f34f0e983,123-63-7,123637,33076,123-63-7,Paraldehyde,Paraldehyde,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1455.pdf,,,,,,,,,,,Yes,S8
9ab8b825-ac1c-439f-8d0b-90d03710a91b,123-72-8,123728,33134,123-72-8,Butyraldehyde,Butyraldehyde,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0299.pdf,,,,,,,,,,,,
9ab8be11-17ee-4b1e-a0ae-e8c60b5eae3f,123-91-1,123911,33241,123-91-1,"1,4-Dioxane","1,4-Dioxane",,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0789.pdf,Yes,"S4, S14, S16, S18",,,,,,,,,Yes,S8
9ab8cee0-f06e-4132-ad66-9c94c84e7910,123171-68-6,123171686,,123171-68-6,"Poly(difluoromethylene), α-[2-(acetyloxy)-3-[(carboxymethyl)dimethylammonio]propyl]-ω-fluoro-, inner salt",,,,,,,,,,,,,,,
9ab8bd4d-ad09-41fa-8247-2dc2952989e9,124-40-3,124403,33555,124-40-3,Dimethylamine,Dimethylamine,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0737.pdf,,,,,,,,,,,Yes,S8
9ab8bb65-72a8-4458-ac69-6d8025fe0929,124-73-2,124732,33654,124-73-2,"Dibromotetrafluoroethane (1,2-Dibromo-1,1,2,2-tetrafluoroethane)",Dibromotetrafluoroethane,,,,,,,,,,,,,,
9ab8c0c4-b39e-4322-bd58-c76864f0d2ef,12427-38-2,12427382,182170,12427-38-2,Maneb,Maneb,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1154.pdf,Yes,S4,,,,,,,Yes,S3,,
9ab8d12a-2885-4c13-934d-26a468ab2eec,125476-71-3,125476713,,125476-71-3,"Silicic acid (H4SiO4), disodium salt, reaction products with chlorotrimethylsilane and 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-
 heptadecafluoro-1-decanol",,,,,,,,,,,,,,,
9ab8c7d1-f3b2-4bbb-8f03-72e4e6af2d6e,126-72-7,126727,33969,126-72-7,"Tris(2,3-dibromopropyl) phosphate","Tris(2,3-dibromopropyl) phosphate",,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1957.pdf,Yes,"S4, S14,S16, S19, S18",,,,,,,,,Yes,S8
9ab8c0f5-4463-40bf-9c39-11dc71b85264,126-98-7,126987,34082,126-98-7,Methacrylonitrile,Methacrylonitrile,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1220.pdf,,,Yes ,S14 ,,,,,,,,
9ab8b9b5-8f4c-4230-8271-4fa23cc87f24,126-99-8,126998,34090,126-99-8,Chloroprene,Chloroprene,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0407.pdf,Yes,"S4, S11, S14, S16, S18",,,,,Yes ,S7,Yes,S3,Yes,S8
9ab8c622-db67-4367-b8e0-1638c7d5d1e1,127-18-4,127184,34157,127-18-4,Tetrachloroethylene,Tetrachloroethylene,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1810.pdf,Yes,"S4, S14, S16, S19, S18",,,,,Yes ,S7,Yes,S3,Yes,S8
9ab8cadd-733e-4553-84df-10da03aaba85,127087-87-0,127087870,,127087-87-0,"Poly(oxy-1,2-ethanediyl), α-(4-nonylphenyl)-w-hydroxy-, branched; (Polyethylene glycol mono(branched p-nonylphenyl) ether)",,,,,,,,,,,,Yes,"S11, S14 ",,
9ab8bc10-7b22-4ed4-bfbb-c0b14378d1a3,127564-92-5,127564925,,127564-92-5,Dichloropentafluoropropane,,,,,,,,,,,,,,,
9ab8c49c-0eef-43da-a420-b53be0016840,128-03-0,128030,34454,128-03-0,Potassium dimethyldithiocarbamate,Potassium dimethyldithiocarbamate,,,,,Yes,S4,,,,,,,,
9ab8c5a0-32ba-4ece-962a-9ed560d66aa3,0128-04-01,128041,34462,128-04-01,Sodium dimethyldithiocarbamate,Sodium dimethyldithiocarbamate,,,,,Yes,S4,,,,,,,,
9ab8b8a7-5177-481a-8794-1175e6651891,128-66-5,128665,,128-66-5,C.I. Vat Yellow 4,,,,,,,,,,,,,,,
9ab8bc49-2565-4a0b-a94c-875921fbdba9,128903-21-9,128903219,,128903-21-9,"2,2-Dichloro-1,1,1,3,3-pentafluoropropane (HCFC-225aa)",,,,,,,,,,,,,,,
9ab8bdaf-449a-41af-82a1-11e16440d3ad,0131-11-3,131113,35295,131-11-3,Dimethyl phthalate,Dimethyl phthalate,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0765.pdf,,,,,,,,,Yes,S3,,
9ab8c5b9-1e25-4aa4-bb10-114cb3d91107,131-52-2,131522,,131-52-2,Sodium pentachlorophenate,,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1712.pdf,Yes,S18,,,,,,,,,,
9ab8c201-5a8b-4a78-a676-7e2a567c11e8,1313-27-5,1313275,82800,1313-27-5,Molybdenum trioxide,Molybdenum trioxide,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1312.pdf,Yes,"S4, S18",,,,,,,,,,
9ab8c6bd-87b8-44b6-b917-ff1631a1e32f,1314-20-1,1314201,82974,1314-20-1,Thorium dioxide,Thorium dioxide,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1856.pdf,Yes,"S4, S16",,,,,,,,,,
9ab8ba40-6d85-4b0f-83c7-62bc7e8173b1,1319-77-3,1319773,83550,1319-77-3,Cresol (mixed isomers),Cresol (mixed isomers),,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0537.pdf,,,,,,,,,Yes,S3,Yes,S8
9ab8be8b-293c-4e46-a4c7-a3f692cb40eb,13194-48-4,13194484,184630,13194-48-4,Ethoprop,Ethoprop,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2395.pdf,Yes,S4,,,,,Yes ,S7,,,,
9ab8c5c1-4799-49d8-a75d-b353e8f5f5e4,132-27-4,132274,35592,132-27-4,Sodium o-phenylphenoxide,Sodium o-phenylphenoxide,,,Yes,"S4, S18",,,,,,,,,,
9ab8bb4d-1bb6-4b83-a594-0d077b6d5881,132-64-9,132649,35709,132-64-9,Dibenzofuran,Dibenzofuran,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2230.pdf,,,,,,,,,,,,
9ab8be72-c074-42c9-99eb-ae687d5dea62,1320-18-9,1320189,,1320-18-9,"2,4-D propylene glycol butyl ether ester (2,4-D 2-butoxymethylethyl ester)",,,,Yes,S18,,,,,,,,,,
9ab8cd8c-489c-484c-991c-2f97289d05b5,13252-13-6,13252136,1731626,13252-13-6,Hexafluoropropylene oxide dimer acid,Hexafluoropropylene oxide dimer acid,,,,,,,,,,,,,,
9ab8b8bf-8ac6-486f-a99b-7d33db5ad276,0133-06-02,133062,35790,133-06-02,Captan,Captan,,,Yes,S4,,,Yes ,S14 ,,,Yes,S3,Yes,S8
9ab8bf5d-ecb8-4c44-a637-00ae8b945374,0133-07-03,133073,35808,133-07-03,Folpet,Folpet,,,Yes,S4,,,,,,,,,,
9ab8b909-c412-410f-a3d6-4ce2cba857c9,133-90-4,133904,,133-90-4,Chloramben,,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0357.pdf,,,,,,,,,,,,
9ab8c823-ac98-428c-9b1e-0ecf7ff2715a,1330-20-7,1330207,84970,1330-20-7,Xylene (mixed isomers),Xylene (mixed isomers),,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2014.pdf,,,Yes ,S14 ,,,Yes ,S7,Yes,S3,Yes,S8
9ab8b6be-9af4-496b-8625-95f0d5359a8d,1332-21-4,1332214,85282,1332-21-4,Asbestos (friable),Asbestos (friable),,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0164.pdf,Yes,"S4, S14, S18, S19",,,,,,,,,,
9ab8bfc7-4ec6-4857-8621-0044cd0dea62,1335-87-1,1335871,,1335-87-1,Hexachloronaphthalene,,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0982.pdf,,,,,,,,,,,,
9ab8befc-a6dc-4dee-bfac-f41fa4b260fc,13356-08-06,13356086,185488,13356-08-6,Fenbutatin oxide,Fenbutatin oxide,,,,,,,,,,,Yes,S3,,
9ab8c48b-9add-4afc-9c37-e00192722448,1336-36-3,1336363,85878,1336-36-3,Polychlorinated biphenyls,Polychlorinated biphenyls,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1554.pdf,Yes ,"S14, S16, S19, S18",Yes ,S14,,,Yes ,S7,,,Yes,S8
9ab8b69d-dfa6-4420-95be-b9b07f6903bd,134-29-2,134292,,134-29-2,o-Anisidine hydrochloride,,,,Yes,"S4, S14, S18, S19",,,,,,,,,,
9ab8c242-a48a-4034-ad1b-384aa8267550,134-32-7,134327,36087,134-32-7,alpha-Naphthylamine (1-Naphthalenamine),alpha-Naphthylamine,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1325.pdf,Yes,"S15, S18",,,,,,,,,Yes,S8
9ab8c8c9-b56b-4d61-98bd-5c2998e6dae1,134190-37-7,134190377,,134190-37-7,Diethyldiisocyanatobenzene,,,,,,,,,,,,,,,
9ab8b624-8b57-4b8e-b730-a7990e925b98,1344-28-1,1344281,86132,1344-28-1,Aluminum oxide (fibrous forms) (Alumina),Aluminum oxide (fibrous forms),,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2891.pdf,,,,,,,,,,,Yes,S8
9ab8c041-171f-4708-85d4-9ccd676fab63,13463-40-6,13463406,,13463-40-6,Iron pentacarbonyl,,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1037.pdf,,,,,,,,,,,,
9ab8bc18-9138-4584-bfeb-71e88ab42323,13474-88-9,13474889,,13474-88-9,"1,1-Dichloro-1,2,2,3,3-pentafluoropropane (HCFC-225cc)",,,,,,,,,,,,,,,
9ab8ba79-9acb-435a-b83c-81890724e605,135-20-6,135206,36301,135-20-6,Cupferron,Cupferron,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0545.pdf,Yes,"S4,S16, S18",,,,,,,,,,
9ab8cd9c-81ae-4c24-b9cf-a69ebf4b2baf,135228-60-3,135228603,,135228-60-3,"Hexane, 1,6-diisocyanato-, homopolymer, γ-ω-perfluoro-C6-20-alc.-blocked",,,,,,,,,,,,,,,
9ab8be39-7da7-4440-b8a2-927da8378414,136-45-8,136458,,136-45-8,Dipropyl isocinchomeronate,,,,Yes,S4,,,,,,,,,,
9ab8bc41-1630-4de9-9a85-fc47483c2a45,136013-79-1,136013791,,136013-79-1,"1,3-Dichloro-1,1,2,3,3-pentafluoropropane (HCFC-225ea)",,,,,,,,,,,,,,,
9ab8baf3-8a9d-4c78-8e0f-248938379c31,13684-56-5,13684565,,13684-56-5,Desmedipham,,,,,,,,,,,,,,,
9ab8c6b5-776a-47ea-801d-d7bc9bd92e21,137-26-8,137268,36913,137-26-8,Thiram,Thiram,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1854.pdf,,,,,,,Yes ,S7 ,Yes,S3,Yes,S8
9ab8c4a4-2510-462d-8ce5-99f573773551,137-41-7,137417,36962,137-41-7,Potassium N-methyldithiocarbamate,Potassium N-methyldithiocarbamate,,,Yes,S4,,,,,,,,,,
9ab8c0fd-5afe-4342-ba4f-7fbe1f419a6d,137-42-8,137428,36970,137-42-8,Metham sodium (Sodium methyldithiocarbamate),Metham sodium,,,Yes,S4,Yes,S4,,,,,Yes,S3,Yes,S8
9ab8be41-a623-46b1-8e6f-3fe146304fb6,138-93-2,138932,,138-93-2,Disodium cyanodithioimidocarbonate,,,,,,Yes,S4,,,,,,,,
9ab8c26b-3dde-46e1-9b6a-5b280fc613ce,139-13-9,139139,37374,139-13-9,Nitrilotriacetic acid,Nitrilotriacetic acid,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1358.pdf,Yes,"S4, S16, S18",,,,,,,,,,
9ab8c8f2-9250-4a46-a9e2-406ea14302c7,139-25-3,139253,,139-25-3,"3,3'-Dimethyldiphenylmethane-4,4'-diisocyanate",,,,,,,,,,,,,,,
9ab8c684-f5e1-4994-ae0e-ff06ff237bc7,139-65-1,139651,,139-65-1,"4,4'-Thiodianiline",,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1847.pdf,Yes ,"S14, S16, S18",,,,,,,,,,
9ab8be9b-685b-4ea0-ac55-91ce5c7d501d,140-88-5,140885,37929,140-88-5,Ethyl acrylate,Ethyl acrylate,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0843.pdf,Yes,"S4, S18",,,,,,,,,Yes,S8
9ab8b7fd-6875-4a68-88e0-8d1d6177f53b,141-32-2,141322,38281,141-32-2,Butyl acrylate,Butyl acrylate,,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0278.pdf,,,,,,,,,,,Yes,S8
9ab8c22a-1ffc-42a3-9958-58eac41e7581,142-59-6,142596,38844,142-59-6,Nabam,Nabam,,,,,Yes,"S4, S14",,,,,Yes,S3,,
9ab8d0d9-0d84-443c-9a9d-93c7daf32686,142636-88-2,142636882,,142636-88-2,"2-Propenoic acid, 2-methyl-, octadecyl ester, polymer with 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl 2-propenoate, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-propenoate and 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl 2-propenoate",,,,,,,,,,,,,,,
9ab8d132-4ca7-42bb-ab76-75fe9f1ee874,143372-54-7,143372547,631945,143372-54-7,"Siloxanes and Silicones, (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)oxy Me, hydroxy Me, Me octyl, ethers with polyethylene glycol mono-Me ether","Siloxanes and Silicones, (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)oxy Me, hydroxy Me, Me octyl, ethers with polyethylene glycol mono-Me ether",,,,,,,,,,,,,,
9ab8bf2d-714f-4254-940c-d5c0aa388997,14484-64-1,14484641,,14484-64-1,Ferbam,,,,,,,,,,,,,,,
9ab8bce4-37ec-4143-b8bc-bab49180d025,1464-53-5,1464535,,1464-53-5,Diepoxybutane,,,,Yes,"S4, S11, S14, S16, S18",,,Yes,S11,,,,,,
9ab8c66c-1c25-4093-b5cb-1bccc9c608eb,148-79-8,148798,39826,148-79-8,Thiabendazole,Thiabendazole,,,,,Yes ,S14 ,,,,,,,,
9ab8d047-8117-4e27-a1cf-6da5b5ed4877,148240-85-1,148240851,,148240-85-1,"1,3-Propanediol, 2,2-bis[[(γ-ω-perfluoro-C4-10-alkyl)thio]methyl] derivs., phosphates, ammonium salts",,,,,,,,,,,,,,,
9ab8d04f-93d1-4e05-95f0-ac5dd9b00603,148240-87-3,148240873,,148240-87-3,"1,3-Propanediol, 2,2-bis[[(γ-ω-perfluoro-C6-12-alkyl)thio]methyl] derivs., phosphates, ammonium salts",,,,,,,,,,,,,,,
9ab8d03f-6680-4f46-afca-1f4a5f804bb9,148240-89-5,148240895,,148240-89-5,"1,3-Propanediol, 2,2-bis[[(γ-ω-perfluoro-C10-20-alkyl)thio]methyl] derivs., phosphates, ammonium salts",,,,,,,,,,,,,,,
9ab8c0dc-f4d3-4b3b-aea6-6ecc94b1b554,149-30-4,149304,39883,149-30-4,2-Mercaptobenzothiazole,2-Mercaptobenzothiazole,,,Yes,"S4, S14, S18, S19",,,,,,,Yes,S3,,
9ab8c0ed-34cb-4b2b-835f-c6cb5a2837ce,150-50-5,150505,40048,150-50-5,Merphos,Merphos,,,,,,,,,Yes ,S7 ,,,,
9ab8c211-da27-4e08-80f4-db9fc85a316b,150-68-5,150685,,150-68-5,Monuron,,,,,,,,,,,,,,,
9ab8d090-59ed-41f9-b908-a3c0f9bd78a8,150135-57-2,150135572,,150135-57-2,"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, polymers with Bu acrylate, γ-ω-perfluoro-C8-14-alkyl acrylate and polyethylene glycol monomethacrylate, 2,2'-azobis[2,4-dimethylpentanenitrile]-initiated",,,,,,,,,,,,,,,
9ab8becb-e858-4b2d-99ff-f9dad5f27f6b,151-56-4,151564,40279,151-56-4,Ethyleneimine,Ethyleneimine,,,Yes,"S4, S11, S14, S15, S18",,,Yes,"S11, S14 ",,,,,Yes,S8
9ab8c2f5-4893-47db-8aef-5293468d7bc1,0156-10-5,156105,,156-10-5,p-Nitrosodiphenylamine,,,,Yes,S4,,,,,,,,,,
9ab8b8b7-7ad0-4381-b88e-33348e994b32,156-62-7,156627,40477,156-62-7,Calcium cyanamide,Calcium cyanamide,,,,,,,,,,,,,Yes,S8
9ab8b8cf-c268-48b7-a1f3-97b356962c0a,1563-66-2,1563662,88666,1563-66-2,Carbofuran,Carbofuran,,,,,Yes ,S14 ,,,Yes ,S7 ,Yes,S3,,
9ab8c94b-f48e-45b9-8219-5ba47a8c5b3b,15646-96-5,15646965,,15646-96-5,"2,4,4-Trimethylhexamethylene diisocyanate",,,,,,,,,,,,,,,
9ab8c7a1-17b0-4bcf-b0ab-c8c5e29ac7c0,1582-09-08,1582098,89060,1582-09-08,Trifluralin,Trifluralin,,,,,,,,,,,Yes,S3,,
9ab8b5e3-6205-4333-ab4c-71d1d238494b,15972-60-8,15972608,202549,15972-60-8,Alachlor,Alachlor,,,Yes,S4,,,,,,,Yes,S3,,
9ab8b866-6a18-4989-9872-9a2d7d315637,16071-86-6,16071866,,16071-86-6,C.I. Direct Brown 95,,,,Yes,"S4, S14, S18",,,,,,,,,,
9ab8c146-25d4-405a-95e4-ea25ec65a5e5,1634-04-04,1634044,89870,1634-04-04,Methyl tert-butyl ether,Methyl tert-butyl ether,,,,,,,,,,,Yes,S3,Yes,S8
9ab8bbd7-89e8-45e1-b021-a6244ef2fdd7,1649-08-07,1649087,90118,1649-08-07,"1,2-Dichloro-1,1-difluoroethane (HCFC-132b)","1,2-Dichloro-1,1-difluoroethane (HCFC-132b)",,,,,,,,,,,,,,
9ab8cddd-9f54-4a50-a541-5c6043b8bb64,16517-11-6,16517116,,16517-11-6,"Octadecanoic acid, pentatriacontafluoro-",,,,,,,,,,,,,,,
9ab8cd39-bee0-448a-8fa9-b52205adc9b4,1652-63-7,1652637,90126,1652-63-7,"3-[[(Heptadecafluorooctyl)sulfonyl]amino]-N,N,N-trimethyl-1-propanaminium iodide","3-[[(Heptadecafluorooctyl)sulfonyl]amino]-N,N,N-trimethyl-1-propanaminium iodide",,,,,,,,,,,,,,
9ab8c326-598e-40e3-9c8b-68785a792b04,16543-55-8,16543558,,16543-55-8,N-Nitrosonornicotine,,,,Yes,"S4, S16, S19, S18",,,,,,,,,,
9ab8b7dc-ce3d-482f-bb08-d2043350e2e6,1689-84-5,1689845,90837,1689-84-5,Bromoxynil,Bromoxynil,,,,,Yes,S4,,,,,Yes,S3,,
9ab8b7e4-e022-4e13-8635-51d426cf44dd,1689-99-2,1689992,90845,1689-99-2,Bromoxynil octanoate,Bromoxynil octanoate,,,,,Yes,S4,,,,,,,,
9ab8cce0-13a1-4bde-840d-6b3f8542f555,1691-99-2,1691992,,1691-99-2,N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,,,,,,,,,,,,,,,
9ab8c943-e2c0-4ac1-b8ad-1e5232aa42b5,16938-22-0,16938220,,16938-22-0,"2,2,4-Trimethylhexamethylene diisocyanate",,,,,,,,,,,,,,,
9ab8bbf7-f6fb-451b-8670-a2b2528bca1d,1717-00-6,1717006,91348,1717-00-6,"1,1-Dichloro-1-fluoroethane (HCFC-141b)","1,1-Dichloro-1-fluoroethane (HCFC-141b)",,,,,,,,,,,,,,
9ab8cdd5-65f7-43c6-8ed6-8ed94fa0be31,17202-41-4,17202414,,17202-41-4,"1-Nonanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadecafluoro-, ammonium salt",,,,,,,,,,,,,,,
9ab8c95b-adbd-4bd2-a128-4b8aeed6d508,1746-01-06,1746016,,1746-01-06,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",,,,Yes,"S16, S19, S18",,,,,Yes ,S7,Yes,S3,Yes,S8
9ab8ce90-0031-4688-94a8-cb287a029575,1763-23-1,1763231,92205,1763-23-1,Perfluorooctane sulfonic acid,Perfluorooctane sulfonic acid,,,,,Yes,"S4, S11, S14",,,,,,,,
9ab8d17b-974a-47b0-9bf7-6c21de8b1e0b,17741-60-5,17741605,,17741-60-5,"1,1,2,2-Tetrahydroperfluorododecyl acrylate",,,,,,,,,,,,,,,
9ab8b6e6-ffa7-4d5d-a48b-9f26a8c04045,17804-35-2,17804352,209593,17804-35-2,Benomyl,Benomyl,,,,,Yes,S4,,,,,Yes,S3,Yes,S8
9ab8ce0e-428a-47d2-978c-38fd66737420,178094-69-4,178094694,,178094-69-4,"1-Octanesulfonamide, N-[3-(dimethyloxidoamino)propyl]-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, potassium salt",,,,,,,,,,,,,,,
9ab8cd08-be46-4741-b8bc-a801e0651a49,178535-23-4,178535234,,178535-23-4,"Fatty acids, linseed-oil, γ-ω-perfluoro-C8-14-alkyl esters",,,,,,,,,,,,,,,
9ab8d152-a9e2-48ff-b0e6-5364c7789dbd,180582-79-0,180582790,644310,180582-79-0,"Sulfonic acids, C6-12-alkane, γ-ω-perfluoro, ammonium salts","Sulfonic acids, C6-12-alkane, γ-ω-perfluoro, ammonium salts",,,,,,,,,,,,,,
9ab8ccbf-ae31-44e7-89d9-294884f7810a,182176-52-9,182176529,,182176-52-9,"Ethaneperoxoic acid, reaction products with 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl thiocyanate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl thiocyanate",,,,,,,,,,,,,,,
9ab8c29c-14a9-4463-9a19-fe5eaaf41ddd,1836-75-5,1836755,,1836-75-5,Nitrofen,,,,Yes,"S4, S16, S18",,,,,,,Yes,S3,,
9ab8b6de-d15b-40c8-a592-3e18b998b379,1861-40-1,1861401,93526,1861-40-1,Benfluralin,Benfluralin,,,,,,,,,,,,,,
9ab8cb35-16e5-4720-a3ae-6280857a93d1,189-55-9,189559,,189-55-9,"Benzo[r,s,t]pentaphene (Dibenzo[a,i]pyrene)",,,,Yes,"S11, S14, S16, S18",,,,,,,Yes,S3,,
9ab8cb65-9d3d-46c7-8b90-5894920a2a3c,189-64-0,189640,,189-64-0,"Dibenzo[a,h]pyrene",,,,Yes ,"S14, S16, S18",,,,,,,Yes,S3,,
9ab8b9de-a400-4a8c-ba77-a327d050d773,1897-45-6,1897456,93971,1897-45-6,Chlorothalonil,Chlorothalonil,,,Yes,"S4, S18",,,,,,,,,Yes,"S8, S17 "
9ab8c35e-f7f3-42ce-accb-50f5bcc080a2,19044-88-3,19044883,213793,19044-88-3,Oryzalin,Oryzalin,,,Yes,S4,,,,,,,Yes,S3,,
9ab8b70f-f9c4-4ff8-a0ba-d859027197d0,191-24-2,191242,40576,191-24-2,"Benzo[g,h,i]perylene","Benzo[g,h,i]perylene",,,,,,,,,,,,,,
9ab8cb6d-9cbb-4733-a498-baba81cbe4b1,191-30-0,191300,,191-30-0,"Dibenzo[a,l]pyrene",,,,Yes,"S11, S14, S16, S19, S18",,,,,,,Yes,S3,,
9ab8c397-f194-44ca-9db0-8d05cb70a240,1910-42-5,1910425,94110,1910-42-5,Paraquat dichloride,Paraquat dichloride,,,,,,,,,,,Yes,S3,,
9ab8b6c6-b4b0-4caf-acc7-4082ea6ae4e4,1912-24-9,1912249,94128,1912-24-9,Atrazine,Atrazine,,,,,Yes,S4,,,,,Yes,S3,,
9ab8bb75-ded4-46d9-99ee-8bdf054b9dbb,1918-00-9,1918009,94219,1918-00-9,Dicamba,Dicamba,,,,,,,,,,,Yes,S3,,
9ab8c46b-40aa-4353-b60a-ad353f393bb2,1918-02-01,1918021,94227,1918-02-01,Picloram,Picloram,,,,,,,,,,,,,,
9ab8c4c4-a07e-4579-a754-2b056d6adb27,1918-16-7,1918167,94235,1918-16-7,Propachlor,Propachlor,,,Yes,S4,,,,,,,,,,
9ab8cb5d-8365-4236-857d-2e40fa22b8e7,192-65-4,192654,,192-65-4,"Dibenzo[a,e]pyrene",,,,Yes,"S16, S18",,,,,,,Yes,S3,,
9ab8bafb-c786-46df-b0d5-f5496c5126b0,1928-43-4,1928434,94383,1928-43-4,"2,4-D 2-ethylhexyl ester","2,4-D 2-ethylhexyl ester",,,Yes,S18,,,,,,,,,,
9ab8bad3-2881-483b-b261-3cc5cfbb8885,1929-73-3,1929733,94441,1929-73-3,"2,4-D 2-butoxyethyl ester","2,4-D 2-butoxyethyl ester",,,Yes,S18,,,,,,,Yes,S3,,
9ab8c25b-279d-4881-a3f2-ce71a0375804,1929-82-4,1929824,94466,1929-82-4,Nitrapyrin,Nitrapyrin,,,Yes,S4,Yes,S4,,,,,,,,
9ab8cb96-9597-45b0-9bd4-92485032c31b,193-39-5,193395,,193-39-5,"Indeno[1,2,3-cd]pyrene",,,,Yes,"S16, S18",,,,,,,Yes,S3,,
9ab8b84e-004e-4d54-ad31-16e5474fb5ae,1937-37-7,1937377,,1937-37-7,C.I. Direct Black 38,,,,Yes,"S4, S14, S11, S18",,,,,,,Yes,S3,,
9ab8cb75-b239-49a9-a0c6-44d323ee118b,194-59-2,194592,,194-59-2,"7H-Dibenzo[c,g]carbazole",,,,Yes,"S16, S18",,,,,,,,,,
9ab8c97c-1c04-4409-ab70-4c109ebed126,19408-74-3,19408743,,19408-74-3,"1,2,3,7,8,9‑Hexachlorodibenzo-p-dioxin",,,,,,,,,,,,,,,
9ab8d098-675d-4482-8644-8659756d4485,196316-34-4,196316344,,196316-34-4,"2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, polymers with γ-ω-perfluoro-C10-16-alkyl acrylate and vinyl acetate, acetates",,,,,,,,,,,,,,,
