id,casrn,tri_chemical_id,srs_id,casrn,source_chemical_name,tri_chemical_name,Other common names,NJ Right to Know FactSheet (URL),Carcinogens,Carcinogenicity source,Developmental or Reproductive Toxicants,Developmental / Reproductive Toxicity sources,Mutagens,Mutagen source,Neurotoxicants,Neuro source,Endocrine Disruptors,Endocrine Source,Asthmagens,Asthmagen Source
9ab8c36f-6b56-4671-8a72-342e2c847e87,19666-30-9,19666309,215327,19666-30-9,Oxadiazon,Oxadiazon,,,Yes,S4,Yes,S4,,,,,Yes,S3,,
9ab8c598-22ef-4f5d-bacb-b214cc395ea2,1982-69-0,1982690,95117,1982-69-0,Sodium dicamba,Sodium dicamba,,,,,,,,,,,,,,
9ab8c727-7c99-4c33-bec2-0b2318ac912f,1983-10-4,1983104,,1983-10-4,Tributyltin fluoride,,,,,,,,,,Yes,S7,,,,
9ab8d0c8-d1bb-45e4-aa0d-3e9343854f08,1996-88-9,1996889,,1996-88-9,"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl ester",,,,,,,,,,,,,,,
9ab8d0f1-3ca7-4814-aa5e-724afcff0dd9,200513-42-4,200513424,,200513-42-4,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-propenoate, 2-hydroxyethyl 2-methyl-2-propenoate and methyl 2-methyl-2-propenoate",,,,,,,,,,,,,,,
9ab8c115-b075-4cbb-a5df-488f074e816d,2032-65-7,2032657,95679,2032-65-7,Methiocarb,Methiocarb,,,,,,,,,,,Yes,S3,,
9ab8bd3d-5db8-4791-88a0-edeb3fa9d1a4,20325-40-0,20325400,217208,20325-40-0,"3,3'-Dimethoxybenzidine dihydrochloride","3,3'-Dimethoxybenzidine dihydrochloride",,,Yes,"S4, S18",,,,,,,Yes,S3,,
9ab8c10d-a077-42a4-853f-075914f87349,20354-26-1,20354261,,20354-26-1,Methazole,,,,,,Yes,S4,,,,,,,,
9ab8d0f9-aa00-44a5-8441-1276a33e68ee,203743-03-7,203743037,,203743-03-7,"2-Propenoic acid, 2-methyl-, hexadecyl ester, polymers with 2-hydroxyethyl methacrylate, γ-ω-perfluoro-C10-16-alkyl acrylate and stearyl methacrylate",,,,,,,,,,,,,,,
9ab8ca8b-d8fb-4391-8226-ecb092ee79af,20427-84-3,20427843,,20427-84-3,"Ethanol, 2-[2-(4-nonylphenoxy)ethoxy]-; (2-[2-(4-Nonylphenoxy)ethoxy]ethanol)",,,,,,,,,,,,Yes,"S3, S11, S14",,
9ab8cc5e-8878-49d2-9d2b-6d68db9aff8d,2043-53-0,2043530,95869,2043-53-0,"Decane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-10-iodo-","Decane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-10-iodo-",,,,,,,,,,,,,,
9ab8cc86-e579-4839-ae2e-ebb9c9876196,2043-54-1,2043541,,2043-54-1,"Dodecane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-heneicosafluoro-12-iodo-",,,,,,,,,,,,,,,
9ab8cb1c-cb38-4e7c-8613-4cc8900a403a,205-82-3,205823,,205-82-3,Benzo[j]fluoranthene,,,,Yes ,"S14, S11, S16, S18",,,,,,,Yes,S3,,
9ab8cb14-b666-4d21-b9ca-ce00aa93735c,205-99-2,205992,,205-99-2,Benzo[b]fluoranthene,,,,Yes ,"S14, S11, S16, S18",,,,,,,Yes,S3,,
9ab8cb2c-fdad-4fed-aab9-73c0ef7b7014,206-44-0,206440,,206-44-0,"Benzo[j,k]fluorene (Fluoranthene)",,,,,,,,,,,,Yes,S3,,
9ab8cb24-d9f1-4808-b4d3-a240ff76a6b4,0207-08-09,207089,,207-08-09,Benzo[k]fluoranthene,,,,Yes,"S11, S16, S18",,,,,,,Yes,S3,,
9ab8c367-1ce8-4305-9e43-05aedd07e1d2,20816-12-0,20816120,218685,20816-12-0,Osmium tetroxide,Osmium tetroxide,,,,,,,,,,,,,,
9ab8b62c-9ddc-4ab5-94e1-b1072cfbce0f,20859-73-8,20859738,218818,20859-73-8,Aluminum phosphide,Aluminum phosphide,,,,,,,,,,,,,Yes,S8
9ab8c1e0-f21d-4784-ab63-a077c81d4c33,21087-64-9,21087649,219204,21087-64-9,Metribuzin,Metribuzin,,,,,,,,,,,Yes,S3,,
9ab8d0b8-af2c-4fb8-b674-a04b1d96af82,2144-54-9,2144549,,2144-54-9,"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl ester",,,,,,,,,,,,,,,
9ab8c72f-89ca-4c30-9842-cedc89cce7e2,2155-70-6,2155706,,2155-70-6,Tributyltin methacrylate,,,,,,Yes,S4,,,,,,,,
9ab8be31-6f4c-4b7a-84b5-cceaedf0a7cc,2164-07-0,2164070,97998,2164-07-0,Dipotassium endothall,Dipotassium endothall,,,,,,,,,,,,,,
9ab8bf3d-a74f-4d9a-91fe-90dc72ba0b7d,2164-17-2,2164172,,2164-17-2,Fluometuron,,,,,,,,,,,,,,,
9ab8cea0-4935-4a5f-b796-5d20dea406c2,21652-58-4,21652584,1731644,21652-58-4,Perfluorooctyl Ethylene,Perfluorooctyl Ethylene,,,,,,,,,,,,,,
9ab8ba81-d8ac-4290-b85f-71e4ef7c0fca,21725-46-2,21725462,,21725-46-2,Cyanazine,,,,,,Yes,S4,,,,,Yes,S3,,
9ab8cb04-8a67-47a3-9262-38fb7810c9b5,0218-01-09,218019,,218-01-09,Benzo[a]phenanthrene (Chrysene),,,,,,,,,,,,Yes,S3,,
9ab8c1f9-3e11-4bc6-a47f-732ebdb44591,2212-67-1,2212671,,2212-67-1,Molinate,,,,Yes,S4,,,,,,,Yes,S3,,
9ab8c34e-d559-471b-a3ec-74f498516694,2234-13-1,2234131,,2234-13-1,Octachloronaphthalene,,,,,,,,,,,,Yes,S3,,
9ab8cb45-4ab7-42fd-ae50-864264e327f3,224-42-0,224420,,224-42-0,"Dibenz[a,j]acridine",,,,Yes ,"S14, S16, S19, S18",,,,,,,,,,
9ab8cb3d-4360-4beb-8da3-0685c1a18d6a,226-36-8,226368,,226-36-8,"Dibenz[a,h]acridine",,,,Yes ,"S16, S18",,,,,,,Yes,S3,,
9ab8cdfe-17a5-4dee-a3a5-418a395fd2b7,2263-09-04,2263094,,2263-09-04,"1-Octanesulfonamide, N-butyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-",,,,,,,,,,,,,,,
9ab8b6d6-d04f-4e6e-a86e-78cc3fb2c318,22781-23-3,22781233,222505,22781-23-3,Bendiocarb,Bendiocarb,,,,,,,,,,,Yes,S3,Yes,S8
9ab8bd55-c73f-41cc-98ce-49a3de7ed3cd,2300-66-5,2300665,99838,2300-66-5,Dimethylamine dicamba,Dimethylamine dicamba,,,,,,,,,,,,,,
9ab8bb0b-f7da-4409-8672-eae8e6abaf8e,2303-16-4,2303164,99895,2303-16-4,Diallate,Diallate,,,,,,,,,,,,,,
9ab8c70f-1927-4238-9ff7-4adf7bee818c,2303-17-5,2303175,99903,2303-17-5,Triallate,Triallate,,,,,,,,,,,,,,
9ab8c4dd-16b6-4179-b436-a3f2bcfab66e,2312-35-8,2312358,100073,2312-35-8,Propargite,Propargite,,,Yes,S4,Yes,S4,,,,,,,Yes,S8
9ab8c695-2037-49db-82b7-4aee66e646df,23564-06-09,23564069,,23564-05-8,Thiophanate-ethyl,,,,,,,,,,,,,,,
9ab8c69d-342d-49d5-b5af-887d1b9b1e99,23564-05-08,23564058,224261,23564-05-8,Thiophanate-methyl,Thiophanate-methyl,,,,,,,,,,,,,,
9ab8d037-47c6-4882-9afc-3d7ee58a1305,238420-68-3,238420683,,238420-68-3,"Propanedioic acid, mono(γ-ω-perfluoro-C8-12-alkyl) derivs., di-me esters",,,,,,,,,,,,,,,
9ab8d02f-354f-4ea0-938e-a2e4ed73e075,238420-80-9,238420809,,238420-80-9,"Propanedioic acid, mono(γ-ω-perfluoro-C8-12-alkyl) derivs., bis[4-(ethenyloxy)butyl] esters",,,,,,,,,,,,,,,
9ab8cfdd-787b-4d1d-ae85-8a8edce47576,2395-00-8,2395008,,2395-00-8,Potassium perfluorooctanoate,,,,,,,,,,,,,,,
9ab8c4bc-8f8a-4072-a92f-3b9c0f15cb84,23950-58-5,23950585,225102,23950-58-5,Pronamide,Pronamide,,,Yes,S4,,,,,,,,,,
9ab8b901-9eb0-47fd-8e85-a085e9a013ab,2439-01-02,2439012,,2439-01-02,Chinomethionate,,,,Yes,S4,Yes,S4,,,,,,,,
9ab8be62-8048-4b18-8e69-d5de116cd468,2439-10-3,2439103,,2439-10-3,Dodine,,,,,,,,,,,,,,,
9ab8cdf5-f14e-4980-bd87-f18b2e21544a,24448-09-07,24448097,,24448-09-7,"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-N-methyl-",,,,,,,,,,,,,,,
9ab8ca53-56ab-43da-8b2d-d1ba7892b0b8,25154-52-3,25154523,,25154-52-3,Nonylphenol,,,,,,,,,,,,Yes,"S3, S11, S14 ",,
9ab8bd8e-7f2c-4a06-b665-cecdadbe6aef,2524-03-0,2524030,,2524-03-0,Dimethyl chlorothiophosphate,,,,,,,,,,,,,,,
9ab8cd41-d77f-4690-8e3c-76e33adf8f46,25268-77-3,25268773,,25268-77-3,2-[[(Heptadecafluorooctyl)sulfonyl]methylamino]ethyl acrylate,,,,,,,,,,,,,,,
9ab8c059-8958-4893-92fd-ab6653e6e8bc,25311-71-1,25311711,,25311-71-1,Isofenphos,,,,,,,,,,,,Yes,S3,Yes,S8
9ab8be00-bc21-4ecc-9077-d3eb5afbd3de,25321-14-6,25321146,231894,25321-14-6,Dinitrotoluene (mixed isomers),Dinitrotoluene (mixed isomers),,,,,,,,,Yes ,S7 ,,,,
9ab8bb86-28f8-4afe-a10e-5a42d0a3eac6,25321-22-6,25321226,231902,25321-22-6,Dichlorobenzene (mixed isomers),Dichlorobenzene (mixed isomers),,,Yes,S18,,,,,,,,,,
9ab8bb2c-68d9-4584-9864-6359070fa8a8,25376-45-8,25376458,232421,25376-45-8,Diaminotoluene (mixed isomers) (Toluenediamine),Diaminotoluene (mixed isomers),,,Yes,S18,,,,,,,,,,
9ab8c8c1-a27c-41bc-97c7-bb0a0901499a,2556-36-7,2556367,,2556-36-7,"1,4-Cyclohexane diisocyanate",,,,,,,,,,,,,,,
9ab8ca05-2e82-4a15-93fb-3a6db07178c4,25637-99-4,25637994,,25637-99-4,Hexabromocyclododecane,,,,,,Yes ,S14 ,,,,,Yes,S3,,
9ab8c409-6d44-4dfe-af88-1a42b76006cf,26002-80-2,26002802,236513,26002-80-2,Phenothrin,Phenothrin,,,,,,,,,,,Yes,S3,,
9ab8b856-1d19-455d-8855-ae78795c8c98,2602-46-2,2602462,,2602-46-2,C.I. Direct Blue 6,,,,Yes,"S4, S14, S11, S18",Yes ,S14 ,,,,,,,,
9ab8ca93-f44d-40d1-960d-4f2064cffe68,26027-38-3,26027383,,26027-38-3,"Poly(oxy-1,2-ethanediyl), a-(4-nonylphenyl)-w-hydroxy-; (p-Nonylphenol polyethylene glycol ether)",,,,,,,,,,,,Yes ,"S14, S11",,
9ab8c6e6-97dd-4ffa-ad7e-ffdff6451a62,26471-62-5,26471625,239681,26471-62-5,Toluene diisocyanate (mixed isomers),Toluene diisocyanate (mixed isomers),,,Yes,"S4. S16, S18",,,,,,,,,Yes,"S11, S17"
9ab8ca5b-6f5d-47ab-bd73-7e5e6ab5c734,26543-97-5,26543975,,26543-97-5,4-Isononylphenol,,,,,,,,,,,,Yes ,"S14, S11",,
9ab8c7b9-78ff-425b-8ed0-36c52cc70ee0,2655-15-4,2655154,,2655-15-4,"2,3,5-Trimethylphenyl methylcarbamate",,,,,,,,,,,,,,,
9ab8ca9c-07e0-4ef9-911e-7afe4b18b8e0,26571-11-9,26571119,,26571-11-9,"3,6,9,12,15,18,21,24-Octaoxahexacosan-1-ol, 26-(nonylphenoxy)-",,,,,,,,,,,,Yes ,"S14, S11",,
9ab8c590-02b8-4638-879d-f4654d8736e2,26628-22-8,26628228,240754,26628-22-8,Sodium azide,Sodium azide,,,,,,,,,,,,,Yes,S8
9ab8c7a9-3979-4c79-b5ed-313c4b820535,26644-46-2,26644462,,26644-46-2,Triforine,,,,,,Yes,S4,,,,,,,,
9ab8c5e2-125f-4bfb-88df-e896b87f77df,2699-79-8,2699798,106385,2699-79-8,Sulfuryl fluoride,Sulfuryl fluoride,,,,,,,,,,,,,,
9ab8be7a-da30-4cef-81a6-13b2c90ae252,2702-72-9,2702729,106419,2702-72-9,"2,4-D sodium salt","2,4-D sodium salt",,,Yes,S18,,,,,,,,,,
9ab8caa4-1600-4cb5-9828-77a9c59a02a6,27176-93-8,27176938,,27176-93-8,"Ethanol, 2-[2-(nonylphenoxy)ethoxy]-; (Diethylene glycol nonylphenol ether)",,,,,,,,,,,,Yes,"S3, S11",,
9ab8caac-306a-45b1-87a1-fb19357dc591,27177-05-05,27177055,,27177-05-05,"3,6,9,12,15,18,21-Heptaoxatricosan-1-ol, 23-(nonylphenoxy)-",,,,,,,,,,,,Yes ,"S14, S11",,
9ab8cab4-4354-4a84-b823-c8552b1bf3e1,27177-08-08,27177088,,27177-08-08,"3,6,9,12,15,18,21,24,27-Nonaoxanonacosan-1-ol, 29-(nonylphenoxy)-",,,,,,,,,,,,Yes ,"S14, S11",Yes,S8
9ab8c346-c693-4a56-8f45-a894bc9ac319,27314-13-2,27314132,245191,27314-13-2,Norflurazon,Norflurazon,,,,,,,,,,,,,,
9ab8cc6e-ac12-4e75-b02d-920c1b1f135c,27619-90-5,27619905,,27619-90-5,"1-Decanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-",,,,,,,,,,,,,,,
9ab8cc96-9a92-4aee-83e2-53f709696a74,27619-91-6,27619916,,27619-91-6,"1-Dodecanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluoro-",,,,,,,,,,,,,,,
9ab8d173-7cd1-42a4-9df5-21052acbd40a,27905-45-9,27905459,,27905-45-9,"1,1,2,2-Tetrahydroperfluorodecyl acrylate",,,,,,,,,,,,,,,
9ab8cfd5-6706-41e2-9d36-3a4260900d3b,2795-39-3,2795393,107490,2795-39-3,Potassium perfluorooctanesulfonate,Potassium perfluorooctanesulfonate,,,,,Yes ,S14 ,,,,,Yes,S3,,
9ab8cabc-62af-400d-8d94-6a3d0d6f6b79,27986-36-3,27986363,,27986-36-3,"Ethanol, 2-(nonylphenoxy)-; (2-(Nonylphenoxy)ethanol)",,,,,,,,,,,,Yes ,"S14, S11",Yes ,S17 
9ab8c67c-750e-415c-bd04-e1abf1ff4d83,28249-77-6,28249776,248542,28249-77-6,Thiobencarb,Thiobencarb,,,,,,,,,,,Yes,S3,,
9ab8b86e-855b-4b73-9c54-9f0b3db921ab,2832-40-8,2832408,,2832-40-8,C.I. Disperse Yellow 3,,,,Yes,S4,,,,,,,,,,
9ab8b9d6-890b-45dd-a386-b233dbcc4c5c,2837-89-0,2837890,107920,2837-89-0,"2-Chloro-1,1,1,2-tetrafluoroethane (HCFC-124)","2-Chloro-1,1,1,2-tetrafluoroethane (HCFC-124)",,,,,,,,,,,,,,
9ab8b85e-3c15-4624-8ac9-707d1a9cce97,28407-37-6,28407376,249102,28407-37-6,C.I. Direct Blue 218,C.I. Direct Blue 218,,,Yes,S4,,,,,,,,,,
9ab8b5fb-9f58-4867-907e-adf826cdcfc8,28434-00-6,28434006,,28434-00-6,d-trans-Allethrin,,,,,,,,,,,,Yes,S3,,
9ab8ce1e-61d7-4737-9b6a-dbc01dec4674,29081-56-9,29081569,,29081-56-9,"1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, ammonium salt",,,,,,Yes ,"S11, S14 ",,,,,,,,
9ab8c356-ec3d-47c0-9619-a3e343f30410,29082-74-4,29082744,251777,29082-74-4,Octachlorostyrene,Octachlorostyrene,,,,,,,,,,,Yes,S3,,
9ab8cf6b-f883-4e66-b37d-c1f708bc2c01,29117-08-06,29117086,,29117-08-06,"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,,,,,,,,,,,,
9ab8c483-936b-4f72-bbf8-2ccbe265a4b1,29232-93-7,29232937,,29232-93-7,Pirimiphos-methyl,,,,,,,,,,,,Yes,S3,,
9ab8cfc5-a6fd-40ed-a182-34ee9f3097a7,29420-49-3,29420493,253062,29420-49-3,Potassium perfluorobutane sulfonate,Potassium perfluorobutane sulfonate,,,,,,,,,,,Yes,S3,,
9ab8cdc4-ed9f-4dbf-9c41-f64b2df09f7a,29457-72-5,29457725,,29457-72-5,Lithium (perfluorooctane)sulfonate,,,,,,Yes,S14,,,,,,,,
9ab8bae3-5897-4c31-96a8-eda999e64db9,2971-38-2,2971382,,2971-38-2,"2,4-D chlorocrotyl ester",,,,Yes,S18,,,,,,,,,,
9ab8c1c0-5824-429d-bcf2-8cbfb3508a39,298-00-0,298000,,298-00-0,Methyl parathion,,,,,,,,,,Yes ,S7 ,Yes,S3,,
9ab8cd10-fc1c-4d89-bc36-44cce2fd403b,2991-51-7,2991517,,2991-51-7,"Glycine, N-ethyl-N-[(heptadecafluorooctyl)sulfonyl]-, potassium salt",,,,,,,,,,,,,,,
9ab8c232-2d99-4dcf-b0e7-fc09acd1c73b,300-76-5,300765,41426,300-76-5,Naled,Naled,,,,,,,,,Yes ,S7 ,,,,
9ab8d15b-2299-4df2-84ee-c429f8559e2f,30046-31-2,30046312,,30046-31-2,"Tetradecane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-pentacosafluoro-14-iodo-",,,,,,,,,,,,,,,
9ab8c377-8cdb-4c9a-9525-79a55adbbe84,0301-12-2,301122,,301-12-2,Oxydemeton-methyl,,,,,,Yes,S4,,,Yes ,S7 ,,,,
9ab8bff8-3512-461a-9534-069ee4cef4f2,0302-01-02,302012,41541,302-01-02,Hydrazine,Hydrazine,,,Yes,"S4, S14, S16, S11, S18",,,,,Yes ,S7 ,,,Yes,S8
9ab8b58a-7a25-41a9-8bfa-ab0823b50a19,30560-19-1,30560191,256677,30560-19-1,Acephate,Acephate,,,,,,,,,,,Yes,S3,Yes,S8
9ab8bcbb-85be-4b79-8fcc-0f9d093b730a,306-83-2,306832,41855,306-83-2,"2,2-Dichloro-1,1,1-trifluoroethane (HCFC-123)","2,2-Dichloro-1,1,1-trifluoroethane (HCFC-123)",,,,,,,,,,,,,,
9ab8ceb0-6410-4bb9-ac77-87cd6e0e82ed,307-35-7,307357,41921,307-35-7,Perfluorooctylsulfonyl fluoride,Perfluorooctylsulfonyl fluoride,,,,,Yes ,S14 ,,,,,,,,
9ab8ce77-cda8-4e7d-82e2-cc3cf095b653,307-55-1,307551,41947,307-55-1,Perfluorododecanoic acid,Perfluorododecanoic acid,,,,,,,,,,,Yes,S3,,
9ab8b5f3-8e5e-4cd5-9cae-02afe8098268,309-00-2,309002,42002,309-00-2,Aldrin,Aldrin,,,Yes,"S4, S14, S19",Yes ,S14 ,,,Yes ,S7,Yes,S3,Yes,S8
9ab8cc56-6be5-4391-8b50-2ade32b6a9a1,3107-18-4,3107184,,3107-18-4,"Cyclohexanesulfonic acid, undecafluoro-, potassium salt",,,,,,,,,,,,,,,
9ab8b886-d797-428c-924a-59d1cb1ac3ee,3118-97-6,3118976,,3118-97-6,C.I. Solvent Orange 7,,,,,,,,,,,,,,,
9ab8c4ed-4dce-4699-86fb-3b95498630b9,31218-83-4,31218834,,31218-83-4,Propetamphos,,,,,,,,,,,,,,Yes,S8
9ab8b793-e27e-41a7-861d-7ca1ef271820,314-40-9,314409,42127,314-40-9,Bromacil,Bromacil,,,,,,,,,,,Yes,S3,,
9ab8cded-d607-47d3-9179-7d8f273c9c35,31506-32-8,31506328,259697,31506-32-8,"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyl-","1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyl-",,,,,,,,,,,,,,
9ab8c923-1df2-4f08-a138-b9f4f71949a1,3173-72-6,3173726,,3173-72-6,"1,5-Naphthalene diisocyanate",,,,,,,,,,,,,,Yes,"S11, S17 "
9ab8bfaf-0761-4a8a-bfde-42306eafd35c,319-84-6,319846,42184,319-84-6,alpha-Hexachlorocyclohexane,alpha-Hexachlorocyclohexane,,,Yes,S18,,,,,,,Yes,S3,,
9ab8c9fd-12b2-4469-8b8c-2b61e0b5bc85,3194-55-6,3194556,,3194-55-6,"1,2,5,6,9,10-Hexabromocyclododecane",,,,,,,,,,,,Yes,S3,,
9ab8c98c-74a8-41c5-b83c-ee20d5edd431,3268-87-9,3268879,,3268-87-9,"1,2,3,4,6,7,8,9‑Octachlorodibenzo-p-dioxin",,,,,,,,,,,,,,,
9ab8b750-b459-4c2f-acd1-081891c5dcda,3296-90-0,3296900,114298,3296-90-0,"2,2-Bis(bromomethyl)-1,3-propanediol","2,2-Bis(bromomethyl)-1,3-propanediol",,,Yes,"S4, S14, S16, S11, S18",,,Yes ,"S14, S11",,,,,,
9ab8be59-e3ee-4294-abdb-7e882803700d,330-54-1,330541,42606,330-54-1,Diuron,Diuron,,,Yes,S4,,,,,,,Yes,S3,,
9ab8c09b-f3ef-46ef-b9da-1a07fb7c33a9,330-55-2,330552,42614,330-55-2,Linuron,Linuron,,,,,Yes,"S4, S11, S14",,,,,Yes,S3,,
9ab8b665-246f-4c7c-8090-0cf23b86d2dd,33089-61-1,33089611,,33089-61-1,Amitraz,,,,,,Yes,S4,,,Yes ,S7,Yes,S3,,
9ab8bb3c-98a0-4fdf-b388-12746019fb77,333-41-5,333415,42705,333-41-5,Diazinon,Diazinon,,,Yes,"S18, S19",Yes ,S14 ,,,Yes ,S7,Yes,S3,Yes,S8
9ab8bb44-b4a1-41c6-a5a8-0745ca304511,334-88-3,334883,,334-88-3,Diazomethane,,,,,,,,,,,,,,Yes,S8
9ab8ce2e-ccfb-49b6-bbd2-c5f1f7b1c7ef,335-66-0,335660,42853,335-66-0,"Octanoyl fluoride, pentadecafluoro-","Octanoyl fluoride, pentadecafluoro-",,,,,,,,,,,,,,
9ab8ce98-0d40-49e9-ab8b-e55fdbd2dde6,335-67-1,335671,42861,335-67-1,Perfluorooctanoic acid,Perfluorooctanoic acid,,,Yes,"S4, S19, S18",Yes,"S4, S11, S14",,,,,Yes,S3,,
9ab8cd72-80bd-4779-8a0f-f3141636ec06,335-71-7,335717,,335-71-7,"1-Heptanesulfonyl fluoride, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-",,,,,,,,,,,,,,,
9ab8ce6f-be4e-405b-83ea-d0eb54ad1c0e,335-76-2,335762,42887,335-76-2,Perfluorodecanoic acid,Perfluorodecanoic acid,,,,,Yes ,"S11, S14 ",,,,,Yes,S3,,
9ab8d13a-6a58-4654-afd2-f088eac1430d,335-93-3,335933,,335-93-3,Silver(I) perfluorooctanoate,,,,,,,,,,,,,,,
9ab8d142-862d-453f-8779-ad5c0aadefc2,335-95-5,335955,,335-95-5,Sodium perfluorooctanoate,,,,,,,,,,,,,,,
9ab8c5fa-4c18-44be-83b4-1564905429eb,3383-96-8,3383968,,3383-96-8,Temephos,,,,,,,,,,,,,,,
9ab8c5f2-3d25-4f8d-aff8-f23293bc7d99,34014-18-1,34014181,265652,34014-18-1,Tebuthiuron,Tebuthiuron,,,,,,,,,,,,,,
9ab8bc9a-ec58-409e-a54c-55b926273b51,34077-87-7,34077877,,34077-87-7,Dichlorotrifluoroethane,,,,,,,,,,,,,,,
9ab8d183-a11b-4b5b-9a27-b6256c574f93,34362-49-7,34362497,,34362-49-7,"1,1,2,2-Tetrahydroperfluorohexadecyl acrylate",,,,,,,,,,,,,,,
9ab8d18b-ac27-4c18-bd58-8f7655bc01bb,34395-24-9,34395249,,34395-24-9,"1,1,2,2-Tetrahydroperfluorotetradecyl acrylate",,,,,,,,,,,,,,,
9ab8b7b4-44bd-4693-92fc-20c8e1579819,353-59-3,353593,43380,353-59-3,Bromochlorodifluoromethane (Halon 1211),Bromochlorodifluoromethane (Halon 1211),,,,,,,,,,,,,,
9ab8bd0c-aa49-45d3-879a-e9c63fd944b2,35367-38-5,35367385,269233,35367-38-5,Diflubenzuron,Diflubenzuron,,,,,,,,,,,Yes,S3,,
9ab8c62a-f9d2-407c-b1f8-b56f65d8d524,354-11-0,354110,43448,354-11-0,"1,1,1,2-Tetrachloro-2-fluoroethane (HCFC-121a)","1,1,1,2-Tetrachloro-2-fluoroethane (HCFC-121a)",,,,,,,,,,,,,,
9ab8c633-2736-46c4-971a-63a23666a7c0,354-14-3,354143,,354-14-3,"1,1,2,2-Tetrachloro-1-fluoroethane (HCFC-121)",,,,,,,,,,,,,,,
9ab8bcb3-7183-4367-97b6-9acb3b6db74f,354-23-4,354234,,354-23-4,"1,2-Dichloro-1,1,2-trifluoroethane (HCFC-123a)",,,,,,,,,,,,,,,
9ab8b9ce-53fb-449b-ae56-ff50a490792e,354-25-6,354256,43497,354-25-6,"1-Chloro-1,1,2,2-tetrafluoroethane (HCFC-124a)","1-Chloro-1,1,2,2-tetrafluoroethane (HCFC-124a)",,,,,,,,,,,,,,
9ab8c5ea-214f-46af-94eb-6f6801842771,35400-43-2,35400432,,35400-43-2,Sulprofos,,,,,,,,,,Yes ,S7,,,,
9ab8ce7f-e4be-44f9-ac76-a53cb7e7db89,355-46-4,355464,43695,355-46-4,Perfluorohexanesulfonic acid,Perfluorohexanesulfonic acid,,,,,,,,,,,Yes,S3,,
9ab8c030-cfc1-4231-99c8-435166a1bc6e,35554-44-0,35554440,,35554-44-0,Imazalil,,,,Yes,S4,,,,,,,Yes,S3,,
9ab8b7ac-2599-47f2-9e13-c4ac55b3beab,35691-65-7,35691657,,35691-65-7,"1-Bromo-1-(bromomethyl)-1,3-propanedicarbonitrile",,,,,,,,,,,,,,,
9ab8b7ed-32ff-4b8d-95c0-c72fe62b80fa,357-57-3,357573,,357-57-3,Brucine,,,,,,,,,,,,,,,
9ab8c984-3692-437c-8d6f-dd6902d50e23,35822-46-9,35822469,,35822-46-9,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",,,,,,,,,,,,,,,
9ab8c125-d8aa-43ec-bd05-f0a77c2a538a,3653-48-3,3653483,,3653-48-3,Methoxone sodium salt,,,,Yes,S18,,,,,,,,,,
9ab8cba6-c1ee-471f-88dc-362b1d542be5,3697-24-3,3697243,,3697-24-3,5-Methylchrysene,,,,Yes,"S16, S18",,,,,,,,,,
9ab8cac5-0b2f-4c66-8513-0285d385caae,37205-87-1,37205871,,37205-87-1,"Poly(oxy-1,2-ethanediyl), α-(isononylphenyl)-w-hydroxy-",,,,,,,,,,,,Yes ,"S14, S11",,
9ab8cfa5-09e3-4729-b1a6-4a3a5d50db0f,37338-48-0,37338480,,37338-48-0,"Poly[oxy(methyl-1,2-ethanediyl)], α-[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,,,,,,,,,,,,
